0.0000	   0.0	   1.5	  13.8	   2.4	  -4.3	   3.7
0.0010	   0.0	   1.5	  13.8	   2.4	  -4.3	   3.7
0.0020	   0.0	   1.5	  13.8	   2.4	  -4.3	   3.7
0.0030	   0.0	   1.5	  13.8	   2.4	  -4.3	   3.7
0.0040	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0050	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0060	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0070	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0080	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0090	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0100	   0.1	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0110	   0.2	   1.5	  13.8	   2.4	  -4.3	   3.6
0.0120	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.6
0.0130	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.6
0.0140	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.6
0.0150	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0160	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0170	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0180	   0.2	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0190	   0.3	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0200	   0.3	   1.5	  13.7	   2.4	  -4.3	   3.5
0.0210	   0.3	   1.6	  13.7	   2.4	  -4.3	   3.5
0.0220	   0.3	   1.6	  13.7	   2.4	  -4.3	   3.5
0.0230	   0.3	   1.6	  13.7	   2.4	  -4.3	   3.5
0.0240	   0.3	   1.6	  13.7	   2.4	  -4.3	   3.5
0.0250	   0.3	   1.6	  13.7	   2.4	  -4.3	   3.5
0.0260	   0.4	   1.6	  13.7	   2.4	  -4.3	   3.4
0.0270	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0280	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0290	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0300	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0310	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0320	   0.4	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0330	   0.5	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0340	   0.5	   1.6	  13.7	   2.5	  -4.3	   3.4
0.0350	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.4
0.0360	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.4
0.0370	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.4
0.0380	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0390	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0400	   0.5	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0410	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0420	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0430	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0440	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0450	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0460	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0470	   0.6	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0480	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.3
0.0490	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0500	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0510	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0520	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0530	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0540	   0.7	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0550	   0.8	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0560	   0.8	   1.6	  13.6	   2.5	  -4.3	   3.2
0.0570	   0.8	   1.6	  13.6	   2.6	  -4.3	   3.2
0.0580	   0.8	   1.6	  13.6	   2.6	  -4.3	   3.2
0.0590	   0.8	   1.6	  13.5	   2.6	  -4.3	   3.2
0.0600	   0.8	   1.6	  13.5	   2.6	  -4.3	   3.1
