0.0000	   0.0	   1.5	  13.9	   1.2	  -3.8	   4.3
0.0010	   0.0	   1.5	  13.9	   1.2	  -3.8	   4.3
0.0020	   0.0	   1.5	  13.9	   1.2	  -3.8	   4.3
0.0030	   0.0	   1.5	  13.9	   1.2	  -3.8	   4.2
0.0040	   0.1	   1.5	  13.9	   1.2	  -3.8	   4.2
0.0050	   0.1	   1.5	  13.9	   1.2	  -3.8	   4.2
0.0060	   0.1	   1.5	  13.9	   1.2	  -3.8	   4.2
0.0070	   0.1	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0080	   0.1	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0090	   0.1	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0100	   0.1	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0110	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0120	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0130	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0140	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0150	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.2
0.0160	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0170	   0.2	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0180	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0190	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0200	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0210	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0220	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0230	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0240	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0250	   0.3	   1.5	  13.9	   1.3	  -3.8	   4.1
0.0260	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.1
0.0270	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.1
0.0280	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.1
0.0290	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.1
0.0300	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.0
0.0310	   0.4	   1.5	  13.8	   1.3	  -3.8	   4.0
0.0320	   0.4	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0330	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0340	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0350	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0360	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0370	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0380	   0.5	   1.5	  13.8	   1.4	  -3.8	   4.0
0.0390	   0.5	   1.6	  13.8	   1.4	  -3.8	   4.0
0.0400	   0.6	   1.6	  13.8	   1.4	  -3.8	   4.0
0.0410	   0.6	   1.6	  13.8	   1.4	  -3.8	   4.0
0.0420	   0.6	   1.6	  13.8	   1.4	  -3.8	   4.0
0.0430	   0.6	   1.6	  13.8	   1.4	  -3.8	   4.0
